E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.067,-0.383,0.067,-0.393,0.07,0.598,0.07,0.589,0.154,0.877,0.154,0.868,0.154,1.169,0.154,1.164,0.154,1.566,0.154,1.552,0.154,3.367,0.154,3.344
0.066,-0.371,0.066,-0.382,0.07,0.594,0.07,0.572,0.155,0.879,0.155,0.873,0.155,1.172,0.155,1.161,0.155,1.566,0.155,1.56,0.155,3.336,0.155,3.317
0.066,-0.383,0.066,-0.391,0.071,0.624,0.071,0.589,0.156,0.876,0.156,0.856,0.156,1.153,0.156,1.149,0.156,1.538,0.156,1.535,0.156,3.298,0.156,3.281
0.066,-0.366,0.066,-0.385,0.071,0.621,0.071,0.568,0.157,0.876,0.157,0.859,0.157,1.141,0.157,1.138,0.157,1.522,0.157,1.518,0.157,3.261,0.157,3.245
0.066,-0.377,0.066,-0.391,0.071,0.598,0.071,0.571,0.158,0.873,0.158,0.854,0.158,1.124,0.158,1.12,0.158,1.514,0.158,1.492,0.158,3.219,0.158,3.196
0.065,-0.373,0.065,-0.38,0.072,0.604,0.072,0.591,0.159,0.87,0.159,0.854,0.159,1.127,0.159,1.12,0.159,1.499,0.159,1.491,0.159,3.196,0.159,3.175
0.065,-0.376,0.065,-0.4,0.072,0.604,0.072,0.581,0.16,0.864,0.16,0.848,0.16,1.11,0.16,1.103,0.16,1.48,0.16,1.463,0.16,3.146,0.16,3.138
0.065,-0.373,0.065,-0.382,0.073,0.583,0.073,0.561,0.161,0.865,0.161,0.845,0.161,1.097,0.161,1.098,0.161,1.468,0.161,1.462,0.161,3.118,0.161,3.106
0.065,-0.382,0.065,-0.389,0.073,0.594,0.073,0.577,0.162,0.856,0.162,0.842,0.162,1.091,0.162,1.081,0.162,1.437,0.162,1.431,0.162,3.08,0.162,3.057
0.064,-0.379,0.064,-0.386,0.073,0.592,0.073,0.574,0.163,0.874,0.163,0.85,0.163,1.094,0.163,1.089,0.163,1.453,0.163,1.453,0.163,3.075,0.163,3.055
0.064,-0.382,0.064,-0.394,0.074,0.603,0.074,0.546,0.164,0.856,0.164,0.837,0.164,1.06,0.164,1.066,0.164,1.417,0.164,1.429,0.164,3.02,0.164,3.014
0.064,-0.376,0.064,-0.397,0.074,0.577,0.074,0.56,0.165,0.856,0.165,0.836,0.165,1.058,0.165,1.054,0.165,1.403,0.165,1.397,0.165,2.992,0.165,2.985
0.064,-0.383,0.064,-0.388,0.074,0.578,0.074,0.56,0.166,0.854,0.166,0.837,0.166,1.045,0.166,1.035,0.166,1.376,0.166,1.385,0.166,2.951,0.166,2.942
0.063,-0.371,0.063,-0.394,0.075,0.601,0.075,0.592,0.167,0.853,0.167,0.833,0.167,1.034,0.167,1.035,0.167,1.373,0.167,1.371,0.167,2.92,0.167,2.917
0.063,-0.386,0.063,-0.411,0.075,0.584,0.075,0.568,0.168,0.847,0.168,0.824,0.168,1.025,0.168,1.015,0.168,1.345,0.168,1.356,0.168,2.885,0.168,2.879
0.063,-0.386,0.063,-0.393,0.076,0.572,0.076,0.551,0.169,0.845,0.169,0.822,0.169,1.015,0.169,1.003,0.169,1.334,0.169,1.339,0.169,2.851,0.169,2.851
0.063,-0.388,0.063,-0.397,0.076,0.592,0.076,0.568,0.17,0.847,0.17,0.819,0.17,0.999,0.17,0.999,0.17,1.308,0.17,1.318,0.17,2.813,0.17,2.805
0.062,-0.385,0.062,-0.386,0.076,0.566,0.076,0.564,0.171,0.844,0.171,0.819,0.171,1.002,0.171,0.992,0.171,1.314,0.171,1.318,0.171,2.793,0.171,2.794
0.062,-0.386,0.062,-0.399,0.077,0.583,0.077,0.572,0.172,0.837,0.172,0.808,0.172,0.98,0.172,0.976,0.172,1.29,0.172,1.295,0.172,2.764,0.172,2.755
0.062,-0.389,0.062,-0.388,0.077,0.589,0.077,0.543,0.173,0.834,0.173,0.814,0.173,0.966,0.173,0.969,0.173,1.278,0.173,1.282,0.173,2.729,0.173,2.725
0.061,-0.393,0.061,-0.405,0.077,0.592,0.077,0.558,0.174,0.828,0.174,0.802,0.174,0.966,0.174,0.957,0.174,1.259,0.174,1.262,0.174,2.693,0.174,2.683
0.061,-0.385,0.061,-0.393,0.078,0.58,0.078,0.561,0.175,0.822,0.175,0.801,0.175,0.957,0.175,0.948,0.175,1.253,0.175,1.255,0.175,2.669,0.175,2.664
0.061,-0.38,0.061,-0.391,0.078,0.558,0.078,0.558,0.176,0.818,0.176,0.793,0.176,0.943,0.176,0.939,0.176,1.23,0.176,1.232,0.176,2.63,0.176,2.63
0.061,-0.393,0.061,-0.399,0.079,0.574,0.079,0.555,0.177,0.81,0.177,0.788,0.177,0.939,0.177,0.922,0.177,1.221,0.177,1.227,0.177,2.598,0.177,2.6
0.06,-0.385,0.06,-0.405,0.079,0.571,0.079,0.578,0.178,0.804,0.178,0.779,0.178,0.92,0.178,0.913,0.178,1.201,0.178,1.203,0.178,2.564,0.178,2.557
0.06,-0.388,0.06,-0.397,0.079,0.574,0.079,0.564,0.179,0.807,0.179,0.779,0.179,0.922,0.179,0.916,0.179,1.201,0.179,1.21,0.179,2.551,0.179,2.557
0.06,-0.345,0.06,-0.354,0.08,0.586,0.08,0.558,0.18,0.799,0.18,0.767,0.18,0.899,0.18,0.896,0.18,1.181,0.18,1.184,0.18,2.509,0.18,2.515
0.06,-0.215,0.06,-0.208,0.08,0.564,0.08,0.538,0.181,0.79,0.181,0.762,0.181,0.9,0.181,0.89,0.181,1.167,0.181,1.17,0.181,2.477,0.181,2.492
0.06,-0.092,0.06,-0.066,0.081,0.564,0.081,0.555,0.182,0.788,0.182,0.753,0.182,0.885,0.182,0.87,0.182,1.146,0.182,1.147,0.182,2.443,0.182,2.449
0.061,0.029,0.061,0.04,0.081,0.571,0.081,0.561,0.183,0.784,0.183,0.749,0.183,0.877,0.183,0.865,0.183,1.144,0.183,1.144,0.183,2.417,0.183,2.423
0.061,0.106,0.061,0.121,0.081,0.54,0.081,0.538,0.184,0.776,0.184,0.738,0.184,0.867,0.184,0.851,0.184,1.124,0.184,1.121,0.184,2.38,0.184,2.387
0.061,0.172,0.061,0.172,0.082,0.551,0.082,0.546,0.185,0.772,0.185,0.742,0.185,0.853,0.185,0.841,0.185,1.107,0.185,1.109,0.185,2.356,0.185,2.364
0.061,0.209,0.061,0.212,0.082,0.571,0.082,0.555,0.186,0.756,0.186,0.722,0.186,0.842,0.186,0.831,0.186,1.092,0.186,1.086,0.186,2.328,0.186,2.324
0.062,0.23,0.062,0.222,0.082,0.557,0.082,0.546,0.187,0.753,0.187,0.724,0.187,0.842,0.187,0.834,0.187,1.092,0.187,1.094,0.187,2.311,0.187,2.31
0.062,0.259,0.062,0.253,0.083,0.587,0.083,0.566,0.188,0.745,0.188,0.716,0.188,0.822,0.188,0.813,0.188,1.074,0.188,1.072,0.188,2.273,0.188,2.279
0.062,0.264,0.062,0.245,0.083,0.561,0.083,0.538,0.189,0.738,0.189,0.707,0.189,0.824,0.189,0.802,0.189,1.063,0.189,1.063,0.189,2.248,0.189,2.252
0.063,0.27,0.063,0.259,0.084,0.561,0.084,0.541,0.19,0.729,0.19,0.699,0.19,0.81,0.19,0.796,0.19,1.052,0.19,1.045,0.19,2.216,0.19,2.209
0.063,0.275,0.063,0.258,0.084,0.568,0.084,0.549,0.191,0.721,0.191,0.695,0.191,0.804,0.191,0.791,0.191,1.045,0.191,1.035,0.191,2.196,0.191,2.195
0.063,0.285,0.063,0.275,0.084,0.549,0.084,0.531,0.192,0.712,0.192,0.686,0.192,0.798,0.192,0.776,0.192,1.028,0.192,1.028,0.192,2.163,0.192,2.166
0.063,0.282,0.063,0.256,0.085,0.545,0.085,0.531,0.193,0.704,0.193,0.678,0.193,0.791,0.193,0.775,0.193,1.011,0.193,1.014,0.193,2.141,0.193,2.146
0.064,0.285,0.064,0.275,0.085,0.56,0.085,0.54,0.194,0.699,0.194,0.67,0.194,0.772,0.194,0.756,0.194,1.006,0.194,0.992,0.194,2.112,0.194,2.109
0.064,0.276,0.064,0.258,0.085,0.541,0.085,0.535,0.195,0.703,0.195,0.675,0.195,0.785,0.195,0.768,0.195,1.012,0.195,1.003,0.195,2.127,0.195,2.117
0.064,0.296,0.064,0.276,0.086,0.546,0.086,0.548,0.196,0.687,0.196,0.663,0.196,0.768,0.196,0.753,0.196,0.997,0.196,0.985,0.196,2.087,0.196,2.072
0.064,0.276,0.064,0.27,0.086,0.541,0.086,0.529,0.197,0.683,0.197,0.653,0.197,0.759,0.197,0.741,0.197,0.985,0.197,0.982,0.197,2.063,0.197,2.054
0.065,0.275,0.065,0.27,0.086,0.543,0.086,0.531,0.198,0.673,0.198,0.646,0.198,0.749,0.198,0.729,0.198,0.966,0.198,0.957,0.198,2.035,0.198,2.018
0.065,0.273,0.065,0.268,0.087,0.545,0.087,0.529,0.199,0.667,0.199,0.64,0.199,0.742,0.199,0.727,0.199,0.965,0.199,0.959,0.199,2.015,0.199,2.011
0.065,0.295,0.065,0.268,0.087,0.54,0.087,0.529,0.2,0.657,0.2,0.629,0.2,0.73,0.2,0.715,0.2,0.956,0.2,0.939,0.2,1.986,0.2,1.98
0.065,0.281,0.065,0.273,0.088,0.531,0.088,0.518,0.201,0.649,0.201,0.621,0.201,0.721,0.201,0.701,0.201,0.945,0.201,0.926,0.201,1.965,0.201,1.962
0.066,0.284,0.066,0.265,0.088,0.534,0.088,0.538,0.202,0.634,0.202,0.609,0.202,0.71,0.202,0.693,0.202,0.925,0.202,0.911,0.202,1.946,0.202,1.934
0.066,0.287,0.066,0.259,0.088,0.558,0.088,0.531,0.203,0.637,0.203,0.606,0.203,0.71,0.203,0.695,0.203,0.922,0.203,0.92,0.203,1.948,0.203,1.925
0.066,0.293,0.066,0.276,0.089,0.552,0.089,0.534,0.204,0.627,0.204,0.594,0.204,0.696,0.204,0.675,0.204,0.907,0.204,0.903,0.204,1.905,0.204,1.902
0.066,0.284,0.066,0.262,0.089,0.525,0.089,0.514,0.205,0.614,0.205,0.591,0.205,0.689,0.205,0.67,0.205,0.896,0.205,0.88,0.205,1.888,0.205,1.879
0.067,0.279,0.067,0.273,0.089,0.543,0.089,0.52,0.206,0.604,0.206,0.571,0.206,0.683,0.206,0.66,0.206,0.88,0.206,0.874,0.206,1.862,0.206,1.841
0.067,0.276,0.067,0.27,0.09,0.54,0.09,0.541,0.207,0.6,0.207,0.568,0.207,0.673,0.207,0.652,0.207,0.879,0.207,0.864,0.207,1.853,0.207,1.837
0.067,0.305,0.067,0.304,0.09,0.537,0.09,0.511,0.208,0.587,0.208,0.555,0.208,0.664,0.208,0.638,0.208,0.868,0.208,0.847,0.208,1.821,0.208,1.81
0.067,0.29,0.067,0.276,0.091,0.511,0.091,0.512,0.209,0.578,0.209,0.554,0.209,0.658,0.209,0.632,0.209,0.859,0.209,0.845,0.209,1.801,0.209,1.787
0.068,0.301,0.068,0.273,0.091,0.549,0.091,0.535,0.21,0.572,0.21,0.54,0.21,0.646,0.21,0.621,0.21,0.831,0.21,0.83,0.21,1.781,0.21,1.762
0.068,0.285,0.068,0.275,0.091,0.538,0.091,0.502,0.211,0.569,0.211,0.538,0.211,0.64,0.211,0.624,0.211,0.848,0.211,0.827,0.211,1.778,0.211,1.756
0.068,0.284,0.068,0.276,0.092,0.52,0.092,0.52,0.212,0.554,0.212,0.526,0.212,0.621,0.212,0.607,0.212,0.816,0.212,0.808,0.212,1.742,0.212,1.729
0.068,0.281,0.068,0.27,0.092,0.523,0.092,0.518,0.213,0.546,0.213,0.517,0.213,0.609,0.213,0.598,0.213,0.811,0.213,0.804,0.213,1.73,0.213,1.71
0.069,0.287,0.069,0.273,0.092,0.523,0.092,0.509,0.214,0.534,0.214,0.508,0.214,0.611,0.214,0.586,0.214,0.791,0.214,0.791,0.214,1.695,0.214,1.678
0.069,0.282,0.069,0.252,0.093,0.526,0.093,0.52,0.215,0.528,0.215,0.5,0.215,0.6,0.215,0.587,0.215,0.793,0.215,0.788,0.215,1.686,0.215,1.664
0.069,0.298,0.069,0.267,0.093,0.525,0.093,0.502,0.216,0.515,0.216,0.492,0.216,0.592,0.216,0.572,0.216,0.776,0.216,0.752,0.216,1.652,0.216,1.637
0.069,0.288,0.069,0.265,0.094,0.502,0.094,0.495,0.217,0.505,0.217,0.474,0.217,0.591,0.217,0.569,0.217,0.773,0.217,0.756,0.217,1.633,0.217,1.612
0.07,0.276,0.07,0.265,0.094,0.506,0.094,0.502,0.218,0.497,0.218,0.463,0.218,0.574,0.218,0.56,0.218,0.758,0.218,0.744,0.218,1.614,0.218,1.589
0.07,0.279,0.07,0.268,0.094,0.526,0.094,0.505,0.219,0.489,0.219,0.466,0.219,0.577,0.219,0.555,0.219,0.759,0.219,0.744,0.219,1.606,0.219,1.58
0.07,0.282,0.07,0.265,0.095,0.537,0.095,0.522,0.22,0.485,0.22,0.462,0.22,0.569,0.22,0.54,0.22,0.741,0.22,0.733,0.22,1.571,0.22,1.555
0.07,0.281,0.07,0.261,0.095,0.515,0.095,0.512,0.221,0.472,0.221,0.443,0.221,0.557,0.221,0.535,0.221,0.738,0.221,0.718,0.221,1.555,0.221,1.532
0.07,0.282,0.07,0.267,0.096,0.503,0.096,0.497,0.222,0.462,0.222,0.44,0.222,0.551,0.222,0.525,0.222,0.722,0.222,0.709,0.222,1.531,0.222,1.506
0.071,0.27,0.071,0.268,0.096,0.506,0.096,0.485,0.223,0.46,0.223,0.436,0.223,0.541,0.223,0.52,0.223,0.718,0.223,0.701,0.223,1.518,0.223,1.488
0.071,0.29,0.071,0.268,0.096,0.52,0.096,0.495,0.224,0.453,0.224,0.419,0.224,0.525,0.224,0.517,0.224,0.707,0.224,0.687,0.224,1.486,0.224,1.463
0.071,0.279,0.071,0.259,0.097,0.508,0.097,0.492,0.225,0.442,0.225,0.419,0.225,0.525,0.225,0.503,0.225,0.706,0.225,0.69,0.225,1.474,0.225,1.456
0.071,0.273,0.071,0.265,0.097,0.509,0.097,0.491,0.226,0.434,0.226,0.41,0.226,0.518,0.226,0.499,0.226,0.693,0.226,0.678,0.226,1.454,0.226,1.426
0.072,0.276,0.072,0.262,0.097,0.505,0.097,0.491,0.227,0.434,0.227,0.403,0.227,0.517,0.227,0.505,0.227,0.69,0.227,0.672,0.227,1.451,0.227,1.423
0.072,0.281,0.072,0.267,0.098,0.531,0.098,0.499,0.228,0.416,0.228,0.39,0.228,0.506,0.228,0.489,0.228,0.676,0.228,0.658,0.228,1.419,0.228,1.39
0.072,0.273,0.072,0.265,0.098,0.506,0.098,0.482,0.229,0.413,0.229,0.391,0.229,0.502,0.229,0.48,0.229,0.673,0.229,0.653,0.229,1.402,0.229,1.376
0.072,0.281,0.072,0.273,0.099,0.494,0.099,0.474,0.23,0.405,0.23,0.379,0.23,0.485,0.23,0.472,0.23,0.655,0.23,0.638,0.23,1.374,0.23,1.348
0.073,0.273,0.073,0.259,0.099,0.534,0.099,0.518,0.231,0.402,0.231,0.374,0.231,0.491,0.231,0.471,0.231,0.658,0.231,0.64,0.231,1.365,0.231,1.341
0.073,0.279,0.073,0.259,0.099,0.495,0.099,0.497,0.232,0.391,0.232,0.37,0.232,0.483,0.232,0.462,0.232,0.641,0.232,0.618,0.232,1.336,0.232,1.318
0.073,0.278,0.073,0.262,0.1,0.48,0.1,0.474,0.233,0.388,0.233,0.365,0.233,0.479,0.233,0.466,0.233,0.646,0.233,0.62,0.233,1.325,0.233,1.295
0.073,0.279,0.073,0.267,0.1,0.499,0.1,0.491,0.234,0.382,0.234,0.359,0.234,0.471,0.234,0.443,0.234,0.632,0.234,0.612,0.234,1.307,0.234,1.276
0.074,0.278,0.074,0.264,0.1,0.497,0.1,0.462,0.235,0.374,0.235,0.354,0.235,0.474,0.235,0.451,0.235,0.63,0.235,0.609,0.235,1.301,0.235,1.268
0.074,0.29,0.074,0.272,0.101,0.495,0.101,0.488,0.236,0.376,0.236,0.351,0.236,0.469,0.236,0.44,0.236,0.618,0.236,0.604,0.236,1.273,0.236,1.247
0.074,0.278,0.074,0.261,0.101,0.492,0.101,0.48,0.237,0.367,0.237,0.347,0.237,0.463,0.237,0.437,0.237,0.62,0.237,0.598,0.237,1.262,0.237,1.235
0.074,0.275,0.074,0.262,0.102,0.489,0.102,0.477,0.238,0.367,0.238,0.348,0.238,0.457,0.238,0.434,0.238,0.609,0.238,0.587,0.238,1.245,0.238,1.218
0.075,0.267,0.075,0.256,0.102,0.492,0.102,0.468,0.239,0.364,0.239,0.339,0.239,0.456,0.239,0.43,0.239,0.607,0.239,0.584,0.239,1.235,0.239,1.207
0.075,0.288,0.075,0.267,0.102,0.505,0.102,0.477,0.24,0.359,0.24,0.334,0.24,0.449,0.24,0.434,0.24,0.589,0.24,0.578,0.24,1.215,0.24,1.19
0.075,0.281,0.075,0.268,0.103,0.468,0.103,0.476,0.241,0.354,0.241,0.331,0.241,0.446,0.241,0.423,0.241,0.598,0.241,0.574,0.241,1.206,0.241,1.181
0.075,0.285,0.075,0.265,0.103,0.503,0.103,0.482,0.242,0.353,0.242,0.328,0.242,0.439,0.242,0.422,0.242,0.587,0.242,0.569,0.242,1.193,0.242,1.16
0.076,0.278,0.076,0.262,0.103,0.477,0.103,0.469,0.243,0.35,0.243,0.327,0.243,0.436,0.243,0.425,0.243,0.591,0.243,0.571,0.243,1.193,0.243,1.166
0.076,0.276,0.076,0.27,0.104,0.488,0.104,0.479,0.244,0.348,0.244,0.33,0.244,0.443,0.244,0.417,0.244,0.583,0.244,0.568,0.244,1.173,0.244,1.143
0.076,0.272,0.076,0.261,0.104,0.476,0.104,0.471,0.245,0.341,0.245,0.318,0.245,0.437,0.245,0.419,0.245,0.583,0.245,0.558,0.245,1.163,0.245,1.138
0.076,0.282,0.076,0.267,0.104,0.485,0.104,0.477,0.246,0.342,0.246,0.316,0.246,0.428,0.246,0.408,0.246,0.574,0.246,0.56,0.246,1.158,0.246,1.117
0.077,0.27,0.077,0.255,0.105,0.476,0.105,0.479,0.247,0.341,0.247,0.319,0.247,0.436,0.247,0.408,0.247,0.58,0.247,0.56,0.247,1.141,0.247,1.115
0.077,0.261,0.077,0.261,0.105,0.472,0.105,0.462,0.248,0.334,0.248,0.321,0.248,0.437,0.248,0.405,0.248,0.58,0.248,0.548,0.248,1.129,0.248,1.1
0.077,0.264,0.077,0.259,0.106,0.462,0.106,0.462,0.249,0.336,0.249,0.318,0.249,0.43,0.249,0.41,0.249,0.572,0.249,0.554,0.249,1.117,0.249,1.095
0.077,0.282,0.077,0.273,0.106,0.479,0.106,0.469,0.25,0.331,0.25,0.316,0.25,0.428,0.25,0.403,0.25,0.568,0.25,0.541,0.25,1.114,0.25,1.078
0.078,0.273,0.078,0.264,0.106,0.466,0.106,0.465,0.251,0.336,0.251,0.31,0.251,0.431,0.251,0.414,0.251,0.577,0.251,0.552,0.251,1.115,0.251,1.081
0.078,0.275,0.078,0.258,0.107,0.492,0.107,0.491,0.252,0.33,0.252,0.315,0.252,0.425,0.252,0.405,0.252,0.569,0.252,0.548,0.252,1.098,0.252,1.072
0.078,0.267,0.078,0.256,0.107,0.479,0.107,0.46,0.253,0.325,0.253,0.316,0.253,0.431,0.253,0.411,0.253,0.568,0.253,0.548,0.253,1.1,0.253,1.068
0.079,0.267,0.079,0.265,0.107,0.466,0.107,0.457,0.254,0.331,0.254,0.315,0.254,0.43,0.254,0.414,0.254,0.575,0.254,0.546,0.254,1.084,0.254,1.054
0.079,0.261,0.079,0.258,0.108,0.474,0.108,0.451,0.255,0.331,0.255,0.31,0.255,0.434,0.255,0.413,0.255,0.575,0.255,0.554,0.255,1.091,0.255,1.064
0.079,0.291,0.079,0.285,0.108,0.465,0.108,0.453,0.256,0.324,0.256,0.31,0.256,0.436,0.256,0.417,0.256,0.563,0.256,0.554,0.256,1.075,0.256,1.058
0.079,0.267,0.079,0.258,0.109,0.456,0.109,0.431,0.257,0.333,0.257,0.319,0.257,0.437,0.257,0.411,0.257,0.571,0.257,0.558,0.257,1.078,0.257,1.054
0.08,0.282,0.08,0.261,0.109,0.446,0.109,0.453,0.258,0.331,0.258,0.313,0.258,0.436,0.258,0.416,0.258,0.575,0.258,0.551,0.258,1.075,0.258,1.048
0.08,0.27,0.08,0.249,0.109,0.463,0.109,0.448,0.259,0.338,0.259,0.318,0.259,0.446,0.259,0.426,0.259,0.589,0.259,0.571,0.259,1.094,0.259,1.077
0.08,0.273,0.08,0.25,0.11,0.466,0.11,0.468,0.26,0.333,0.26,0.318,0.26,0.44,0.26,0.425,0.26,0.577,0.26,0.561,0.26,1.078,0.26,1.055
0.08,0.267,0.08,0.255,0.11,0.456,0.11,0.434,0.261,0.331,0.261,0.313,0.261,0.437,0.261,0.428,0.261,0.583,0.261,0.56,0.261,1.083,0.261,1.057
0.081,0.27,0.081,0.255,0.111,0.451,0.111,0.445,0.262,0.334,0.262,0.319,0.262,0.442,0.262,0.422,0.262,0.583,0.262,0.56,0.262,1.077,0.262,1.048
0.081,0.27,0.081,0.252,0.111,0.463,0.111,0.456,0.263,0.341,0.263,0.321,0.263,0.443,0.263,0.434,0.263,0.594,0.263,0.575,0.263,1.08,0.263,1.048
0.081,0.273,0.081,0.259,0.111,0.46,0.111,0.443,0.264,0.338,0.264,0.318,0.264,0.449,0.264,0.428,0.264,0.584,0.264,0.571,0.264,1.074,0.264,1.052
0.081,0.264,0.081,0.25,0.112,0.442,0.112,0.439,0.265,0.336,0.265,0.324,0.265,0.454,0.265,0.433,0.265,0.589,0.265,0.572,0.265,1.084,0.265,1.055
0.082,0.259,0.082,0.256,0.112,0.437,0.112,0.44,0.266,0.342,0.266,0.324,0.266,0.456,0.266,0.439,0.266,0.592,0.266,0.577,0.266,1.081,0.266,1.049
0.082,0.27,0.082,0.253,0.112,0.445,0.112,0.414,0.267,0.344,0.267,0.331,0.267,0.462,0.267,0.448,0.267,0.603,0.267,0.586,0.267,1.086,0.267,1.068
0.082,0.268,0.082,0.255,0.113,0.443,0.113,0.439,0.268,0.341,0.268,0.327,0.268,0.465,0.268,0.445,0.268,0.606,0.268,0.591,0.268,1.086,0.268,1.064
0.082,0.258,0.082,0.253,0.113,0.437,0.113,0.433,0.269,0.351,0.269,0.334,0.269,0.474,0.269,0.449,0.269,0.607,0.269,0.589,0.269,1.094,0.269,1.069
0.083,0.264,0.083,0.253,0.114,0.453,0.114,0.437,0.27,0.35,0.27,0.333,0.27,0.468,0.27,0.457,0.27,0.612,0.27,0.592,0.27,1.095,0.27,1.071
0.083,0.268,0.083,0.247,0.114,0.439,0.114,0.43,0.271,0.353,0.271,0.339,0.271,0.472,0.271,0.465,0.271,0.623,0.271,0.604,0.271,1.103,0.271,1.08
0.083,0.284,0.083,0.265,0.114,0.44,0.114,0.434,0.272,0.357,0.272,0.339,0.272,0.485,0.272,0.468,0.272,0.627,0.272,0.604,0.272,1.103,0.272,1.083
0.083,0.264,0.083,0.256,0.115,0.426,0.115,0.411,0.273,0.359,0.273,0.351,0.273,0.488,0.273,0.472,0.273,0.632,0.273,0.611,0.273,1.109,0.273,1.092
0.084,0.275,0.084,0.249,0.115,0.451,0.115,0.437,0.274,0.361,0.274,0.348,0.274,0.497,0.274,0.471,0.274,0.627,0.274,0.618,0.274,1.12,0.274,1.091
0.084,0.262,0.084,0.255,0.115,0.43,0.115,0.437,0.275,0.365,0.275,0.354,0.275,0.502,0.275,0.486,0.275,0.649,0.275,0.634,0.275,1.138,0.275,1.112
0.084,0.264,0.084,0.25,0.116,0.44,0.116,0.436,0.276,0.373,0.276,0.359,0.276,0.505,0.276,0.492,0.276,0.653,0.276,0.627,0.276,1.133,0.276,1.12
0.084,0.259,0.084,0.252,0.116,0.426,0.116,0.417,0.277,0.379,0.277,0.361,0.277,0.515,0.277,0.5,0.277,0.658,0.277,0.641,0.277,1.144,0.277,1.129
0.085,0.258,0.085,0.258,0.117,0.436,0.117,0.428,0.278,0.379,0.278,0.367,0.278,0.518,0.278,0.508,0.278,0.661,0.278,0.647,0.278,1.157,0.278,1.126
0.085,0.261,0.085,0.245,0.117,0.449,0.117,0.442,0.279,0.38,0.279,0.368,0.279,0.523,0.279,0.522,0.279,0.676,0.279,0.66,0.279,1.164,0.279,1.146
0.085,0.27,0.085,0.252,0.117,0.428,0.117,0.446,0.28,0.388,0.28,0.373,0.28,0.532,0.28,0.517,0.28,0.686,0.28,0.666,0.28,1.169,0.28,1.16
0.085,0.256,0.085,0.249,0.118,0.417,0.118,0.411,0.281,0.397,0.281,0.382,0.281,0.545,0.281,0.526,0.281,0.699,0.281,0.673,0.281,1.184,0.281,1.158
0.086,0.261,0.086,0.253,0.118,0.417,0.118,0.4,0.282,0.397,0.282,0.384,0.282,0.543,0.282,0.538,0.282,0.71,0.282,0.684,0.282,1.193,0.282,1.172
0.086,0.265,0.086,0.244,0.118,0.42,0.118,0.413,0.283,0.407,0.283,0.397,0.283,0.557,0.283,0.54,0.283,0.709,0.283,0.693,0.283,1.207,0.283,1.187
0.086,0.267,0.086,0.244,0.119,0.445,0.119,0.449,0.284,0.414,0.284,0.4,0.284,0.574,0.284,0.561,0.284,0.721,0.284,0.706,0.284,1.213,0.284,1.203
0.086,0.255,0.086,0.238,0.119,0.422,0.119,0.407,0.285,0.425,0.285,0.407,0.285,0.578,0.285,0.564,0.285,0.729,0.285,0.718,0.285,1.236,0.285,1.215
0.086,0.265,0.086,0.236,0.119,0.414,0.119,0.413,0.286,0.423,0.286,0.42,0.286,0.591,0.286,0.568,0.286,0.742,0.286,0.726,0.286,1.245,0.286,1.227
0.087,0.258,0.087,0.239,0.12,0.422,0.12,0.407,0.287,0.43,0.287,0.425,0.287,0.598,0.287,0.591,0.287,0.765,0.287,0.738,0.287,1.261,0.287,1.245
0.087,0.267,0.087,0.245,0.12,0.422,0.12,0.402,0.288,0.44,0.288,0.433,0.288,0.611,0.288,0.598,0.288,0.762,0.288,0.75,0.288,1.27,0.288,1.252
0.087,0.252,0.087,0.249,0.121,0.408,0.121,0.39,0.289,0.451,0.289,0.445,0.289,0.626,0.289,0.606,0.289,0.776,0.289,0.758,0.289,1.296,0.289,1.275
0.087,0.261,0.087,0.259,0.121,0.42,0.121,0.414,0.29,0.456,0.29,0.448,0.29,0.637,0.29,0.618,0.29,0.793,0.29,0.775,0.29,1.302,0.29,1.287
0.088,0.25,0.088,0.244,0.121,0.405,0.121,0.397,0.291,0.476,0.291,0.462,0.291,0.646,0.291,0.641,0.291,0.814,0.291,0.799,0.291,1.333,0.291,1.314
0.088,0.267,0.088,0.242,0.122,0.413,0.122,0.408,0.292,0.483,0.292,0.465,0.292,0.666,0.292,0.644,0.292,0.824,0.292,0.805,0.292,1.344,0.292,1.327
0.088,0.252,0.088,0.249,0.122,0.407,0.122,0.414,0.293,0.494,0.293,0.48,0.293,0.681,0.293,0.663,0.293,0.844,0.293,0.827,0.293,1.368,0.293,1.348
0.088,0.267,0.088,0.249,0.122,0.41,0.122,0.397,0.294,0.495,0.294,0.492,0.294,0.687,0.294,0.68,0.294,0.859,0.294,0.842,0.294,1.388,0.294,1.364
0.089,0.253,0.089,0.238,0.123,0.416,0.123,0.419,0.295,0.509,0.295,0.505,0.295,0.709,0.295,0.692,0.295,0.874,0.295,0.86,0.295,1.399,0.295,1.385
0.089,0.279,0.089,0.262,0.123,0.399,0.123,0.413,0.296,0.52,0.296,0.52,0.296,0.726,0.296,0.715,0.296,0.891,0.296,0.879,0.296,1.417,0.296,1.41
0.089,0.25,0.089,0.235,0.124,0.399,0.124,0.399,0.297,0.537,0.297,0.529,0.297,0.733,0.297,0.726,0.297,0.905,0.297,0.896,0.297,1.443,0.297,1.42
